Name	Название	X	Y	Глубина, м	Т пласта, С	T max, С	С орг, %	P пласта, Мпа
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	3000	70,8			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	4000	87,1			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	4800	99,3			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	5000	103,0			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	6000	120,5			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	7000	137,6			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	8000	154,3			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	9000	170,7			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	10000	186,9			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	11000	202,9			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	12000	218,6			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	13000	234,2			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	14000	249,6			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	15000	264,9			
o.ARTEMA   (PIRALLAKHI) - NORTH	О. Артема (Пираллахны)-Север 	9431210.26873334	4461016.75430941	15600	274,0			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	500	23,2			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	1000	32,6			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	1325	38,6			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	2000	50,5			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	3000	67,5			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	4000	84,1			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	5000	100,3			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	6000	116,2			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	7000	137,8			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	8000	159,7			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	9000	181,8			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	9100	184,1			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	10000	199,7			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	11000	217,2			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	12000	234,5			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	13000	251,6			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	14000	268,6			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	15000	285,4			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	16000	302,1			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	17000	318,6			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	18000	335,0			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	19000	351,4			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	20000	367,6			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	21000	383,7			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	22000	399,7			
o.BULLA    (KHARA-ZIRYA)	О. Булла (Хара-Зиря)	9440451.30858088	4446501.82901192	22800	412,5			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	500	30,6			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	700	35,5			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	1000	42,2			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	2000	62,0			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	3000	79,7			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	3250	83,9			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	4000	101,0			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	5000	123,5			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	6000	145,6			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	7000	167,3			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	7500	178,0			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	8000	187,4			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	9000	206,0			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	10000	224,1			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	11000	241,8			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	12000	259,3			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	13000	276,4			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	14000	293,3			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	15000	310,0			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	16000	326,4			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	17000	342,7			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	18000	358,7			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	19000	374,6			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	20000	390,3			
o.PESCHANY   (GUM-DENIZ)	Песчаное-море	9628189.17588716	4430688.81495277	20550	398,8			
OKAREM	Окарем	9671931.67267257	4384889.3175533	500	41,3			
OKAREM	Окарем	9671931.67267257	4384889.3175533	1000	53,8			
OKAREM	Окарем	9671931.67267257	4384889.3175533	1075	55,5			
OKAREM	Окарем	9671931.67267257	4384889.3175533	2000	73,0			
OKAREM	Окарем	9671931.67267257	4384889.3175533	3000	88,6			
OKAREM	Окарем	9671931.67267257	4384889.3175533	3800	99,7			
OKAREM	Окарем	9671931.67267257	4384889.3175533	4000	102,1			
OKAREM	Окарем	9671931.67267257	4384889.3175533	5000	113,2			
OKAREM	Окарем	9671931.67267257	4384889.3175533	5600	119,3			
OKAREM	Окарем	9671931.67267257	4384889.3175533	6000	126,1			
OKAREM	Окарем	9671931.67267257	4384889.3175533	7000	143,0			
OKAREM	Окарем	9671931.67267257	4384889.3175533	8000	159,4			
OKAREM	Окарем	9671931.67267257	4384889.3175533	9000	175,4			
OKAREM	Окарем	9671931.67267257	4384889.3175533	10000	191,0			
OKAREM	Окарем	9671931.67267257	4384889.3175533	11000	206,4			
OKAREM	Окарем	9671931.67267257	4384889.3175533	12000	221,5			
OKAREM	Окарем	9671931.67267257	4384889.3175533	13000	236,4			
OKAREM	Окарем	9671931.67267257	4384889.3175533	14000	251,1			
OKAREM	Окарем	9671931.67267257	4384889.3175533	14700	261,3			
Palchig pilpilasi-1001	Палчиг пилпиласи-1001	9474801.74570469	4460090.14983035	1057				12,3
Palchig pilpilasi-1002	Палчиг пилпиласи-1002	9474801.74570469	4460090.14983035	921				10,5
Palchig pilpilasi-1004	Палчиг пилпиласи-1004	9474801.74570469	4460090.14983035	1002				11,6
Palchig pilpilasi-1005	Палчиг пилпиласи-1005	9474801.74570469	4460090.14983035	790				10,4
Palchig pilpilasi-1009	Палчиг пилпиласи-1009	9474801.74570469	4460090.14983035	631				8,9
Palchig pilpilasi-1033	Палчиг пилпиласи-1033	9474801.74570469	4460090.14983035	1044				13,8
Palchig pilpilasi-1036	Палчиг пилпиласи-1036	9474801.74570469	4460090.14983035	1124				16,3
Palchig pilpilasi-1093	Палчиг пилпиласи-1093	9474801.74570469	4460090.14983035	571				8,8
Palchig pilpilasi-1099	Палчиг пилпиласи-1099	9474801.74570469	4460090.14983035	1774				22,6
Palchig pilpilasi-1109	Палчиг пилпиласи-1109	9474801.74570469	4460090.14983035	830				10,9
Palchig pilpilasi-1115	Палчиг пилпиласи-1115	9474801.74570469	4460090.14983035	741				9,7
Palchig pilpilasi-410	Палчиг пилпиласи-410	9474801.74570469	4460090.14983035	1404				24,1
Pirallahi-654	Пираллахы-654	9444174.31872435	4482886.4045388	570	22,0			22
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	175	19,9			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	500	27,3			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	1000	37,1			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	2000	54,2			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	3000	69,8			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	4000	84,5			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	4875	96,7			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	5000	99,6			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	6000	121,2			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	7000	143,0			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	8000	165,1			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	9000	187,5			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	9175	191,4			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	10000	205,5			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	11000	223,1			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	12000	240,4			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	13000	257,6			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	14000	274,5			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	15000	291,3			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	16000	307,9			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	17000	324,4			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	18000	340,8			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	19000	357,0			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	20000	373,1			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	21000	389,1			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	22000	405,0			
PIRSAGAT	Пирсагат	9363247.95437609	4418845.793725	22100	406,6			
Pirsagat-85	Пирсагат-85	9363247.95437609	4418845.793725	4110				78
Puta-1019	Пута-1019	9389505.79461814	4465284.52268121	500	32,0			
Puta-1019	Пута-1019	9389505.79461814	4465284.52268121	600	34,0			
Puta-1019	Пута-1019	9389505.79461814	4465284.52268121	700	36,5			
Puta-1019	Пута-1019	9389505.79461814	4465284.52268121	800	38,0			
Puta-1019	Пута-1019	9389505.79461814	4465284.52268121	900	41,0			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	800	39,0			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	900	41,4			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	1000	44,0			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	1100	46,0			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	1200	48,0			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	1300	50,0			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	1400	51,8			
Puta-1042	Пута-1042	9389505.79461814	4465284.52268121	1500	54,0			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	500	25,3			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	1000	34,3			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	2000	50,9			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	2700	61,9			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	3000	66,5			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	3100	68,0			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	4000	81,4			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	5000	95,9			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	6000	110,0			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	7000	123,8			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	8000	137,4			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	9000	150,8			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	10000	164,0			
SAATLY-NORTH	Саатлы-Север	9252435.84396446	4433642.7599172	10600	171,9			
Sangachal-deniz  46	Сангачал-море-46	9375280.42237441	4441563.81083497	3972				42,32
Sangachal-deniz  60	Сангачал-море-60	9375280.42237441	4441563.81083497	2641				40,8
Sangachal-Deniz 550	Сангачал-море-550	9375280.42237441	4441563.81083497	4588		0,53	0,84	
Sangachal-Deniz 551	Сангачал-море-551	9375280.42237441	4441563.81083497	4787		0,53	0,6	
Sangachal-deniz-103	Сангачал-море-103	9375280.42237441	4441563.81083497	3888				49,2
Sangachal-deniz-104	Сангачал-море-104	9375280.42237441	4441563.81083497	3713				48
Sangachal-deniz-105	Сангачал-море-105	9375280.42237441	4441563.81083497	3140				39
Sangachal-deniz-108	Сангачал-море-108	9375280.42237441	4441563.81083497	3720				46,2
Sangachal-deniz-120	Сангачал-море-120	9375280.42237441	4441563.81083497	3498				45,8
Sangachal-deniz-125	Сангачал-море-125	9375280.42237441	4441563.81083497	3670				40,5
Sangachal-deniz-16	Сангачал-море-16	9375280.42237441	4441563.81083497	3500				41,8
Sangachal-deniz-16	Сангачал-море-16	9375280.42237441	4441563.81083497	3400				40,7
Sangachal-deniz-16	Сангачал-море-16	9375280.42237441	4441563.81083497	3300				39,8
Sangachal-deniz-16	Сангачал-море-16	9375280.42237441	4441563.81083497	4065				52
Sangachal-deniz-16	Сангачал-море-16	9375280.42237441	4441563.81083497	4065				52
Sangachal-deniz-16	Сангачал-море-16	9375280.42237441	4441563.81083497	4154				50,76
Sangachal-deniz-192	Сангачал-море-192	9375280.42237441	4441563.81083497	3720				47,6
Sangachal-deniz-197	Сангачал-море-197	9375280.42237441	4441563.81083497	4410				50
Sangachal-deniz-23	Сангачал-море-23	9375280.42237441	4441563.81083497	3539				46
Sangachal-deniz-24	Сангачал-море-24	9375280.42237441	4441563.81083497	2750				40
Sangachal-deniz-28	Сангачал-море-28	9375280.42237441	4441563.81083497	3177				43,2
Sangachal-deniz-34	Сангачал-море-34	9375280.42237441	4441563.81083497	4645,5				54,15
Sangachal-deniz-36	Сангачал-море-36	9375280.42237441	4441563.81083497	3700				38,8
Sangachal-deniz-36	Сангачал-море-36	9375280.42237441	4441563.81083497	3961,5				49,61
Sangachal-deniz-37	Сангачал-море-37	9375280.42237441	4441563.81083497	3260				44
Sangachal-deniz-39	Сангачал-море-39	9375280.42237441	4441563.81083497	3000				40,1
Sangachal-deniz-39	Сангачал-море-39	9375280.42237441	4441563.81083497	2900				39,5
Sangachal-deniz-39	Сангачал-море-39	9375280.42237441	4441563.81083497	2800				39,4
Sangachal-deniz-39	Сангачал-море-39	9375280.42237441	4441563.81083497	4576,5				53,72
Sangachal-deniz-4	Сангачал-море-4	9375280.42237441	4441563.81083497	3265				44
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4720				52,6
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	2750				46
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	2810				45,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3020				46,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3200				46,4
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3400				49
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3500				49,7
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3535				47
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3620				49,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3650				49,2
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3700				47
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3800				48
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	3900				50
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4000				47,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4050				50
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4200				47,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4250				47,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4400				50
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4415				55
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4500				54
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4550				53,7
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4600				55
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4650				56,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4700				54,5
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4750				54,6
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4800				55
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	5100				56
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	5200				58
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	5250				57,8
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	5350				57
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	5500				57
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	5550				58
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	5600				58,2
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4720				52,6
Sangachal-deniz-43	Сангачал-море-43	9375280.42237441	4441563.81083497	4634				47,29
Sangachal-deniz-46	Сангачал-море-46	9375280.42237441	4441563.81083497	3600				41,3
Sangachal-deniz-53	Сангачал-море-53	9375280.42237441	4441563.81083497	4042				50,09
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	2545				39,1
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	2250				32,5
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	2400				34,5
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	2600				35
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	2800				36
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3120				37,5
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3200				37,5
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3300				36,5
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3300				38
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3381				37
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3385				39,5
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3500				38
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3600				39,5
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	3670				40
Sangachal-deniz-6	Сангачал-море-6	9375280.42237441	4441563.81083497	4060				42
Sangachal-deniz-62	Сангачал-море-62	9375280.42237441	4441563.81083497	4358				53,7
Sangachal-deniz-62	Сангачал-море-62	9375280.42237441	4441563.81083497	4432				53,7
Sangachal-deniz-62	Сангачал-море-62	9375280.42237441	4441563.81083497	4496				53
Sangachal-deniz-7	Сангачал-море-7	9375280.42237441	4441563.81083497	3069,5				42,5
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	500	32,1			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	1000	43,2			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	2000	60,4			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	3000	74,6			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	3475	80,8			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	4000	92,6			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	5000	114,9			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	6000	137,0			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	7000	159,0			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	8000	180,9			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	8500	191,9			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	9000	200,6			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	10000	218,7			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	11000	236,5			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	12000	254,0			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	13000	271,2			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	14000	288,2			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	15000	305,0			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	16000	321,6			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	17000	338,0			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	18000	354,2			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	19000	370,3			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	20000	386,2			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	21000	402,0			
SANGACHALY-DENIZ	Сангачал-море	9376386.93060484	4439713.82016217	21500	409,8			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	500	30,6			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	1000	41,3			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	1500	50,4			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	1650	52,9			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	2000	58,5			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	3000	72,9			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	4000	85,8			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	4425	91,0			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	5000	103,5			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	6000	125,1			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	7000	146,8			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	8000	168,7			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	9000	190,7			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	10000	212,8			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	11000	234,9			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	11400	243,8			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	12000	253,3			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	13000	270,7			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	14000	287,8			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	15000	304,7			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	16000	321,4			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	17000	337,9			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	18000	354,2			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	19000	370,4			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	20000	386,5			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	21000	402,4			
SANGI-MUGAN	Санги-Муган	9380687.29906501	4403375.27278971	21600	411,8			
Shaftakhal-250	Шафтахал-250	9240389.04170963	4439603.62523852	4200	116,0			80
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	500	25,7			
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	1000	36,8			
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	1875	56,8			
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	2000	59,5			
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	3000	80,0			
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	4000	99,0			
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	5000	117,1			
SHAKH-DENIZ	Шах-море	9462288.01899962	4381960.90503563	6000	134,5			
