Name	Название	X	Y	Глубина, м	Т пласта, С	T max, С	С орг, %	P пласта, Мпа
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	500	33,8			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	1000	42,4			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	2000	54,9			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	2810	63,0			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	3000	67,3			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	4000	89,8			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	5000	112,3			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	5250	117,9			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	6000	132,1			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	7000	150,8			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	8000	169,1			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	9000	187,1			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	10000	204,8			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	11000	222,3			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	12000	239,5			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	13000	256,6			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	14000	273,4			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	15000	290,1			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	16000	306,7			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	17000	323,1			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	18000	339,3			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	19000	355,5			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	20000	371,5			
 B. KHARAMI	Банка Харами	9349676.17945253	4381111.24459636	20100	373,1			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	100	17,6			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	350	24,7			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	500	28,8			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	1000	42,0			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	2000	67,3			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	3000	91,8			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	4000	115,9			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	5000	139,6			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	6000	163,0			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	7000	186,2			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	8000	209,3			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	9000	232,1			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	10000	254,8			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	11000	277,4			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	12000	299,8			
 BILYASUVAR   (ZHDANOVSK)	Бильясувар (Ждановск)	9272145.13734789	4377451.67436357	12600	313,3			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	500	31,3			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	1000	42,6			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	2000	61,4			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	3000	77,8			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	3700	88,5			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	4000	95,2			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	5000	117,6			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	6000	139,8			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	7000	161,7			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	7250	167,2			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	8000	181,0			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	9000	199,4			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	10000	217,4			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	11000	235,1			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	12000	252,4			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	13000	269,6			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	14000	286,4			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	15000	303,1			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	16000	319,6			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	17000	335,9			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	18000	352,0			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	19000	368,0			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	20000	383,8			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	21000	399,4			
 DUVANNY	Дуваны	9448897.1190271	4435335.73224687	21200	402,5			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	500	25,1			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	1000	35,2			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	2000	54,6			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	3000	73,6			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	4000	92,2			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	5000	110,7			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	6000	129,1			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	7000	122,6			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	8000	165,3			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	9000	183,3			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	10000	201,2			
 SAATLY-KYURDAMIRSKY   VYSTUP	Саатлы-Курдамирский выступ	9252435.84396446	4433642.7599172	11000	219,0			
8 march 580	8 марта 580	9383388.31844603	4443212.59717787	3387			0,02	
8 march 580	8 марта 580	9383388.31844603	4443212.59717787	3696			0,28	
8 march 580	8 марта 580	9383388.31844603	4443212.59717787	3880			0,17	
8 march 580	8 марта 580	9383388.31844603	4443212.59717787	4363			0,18	
8 march 580	8 марта 580	9383388.31844603	4443212.59717787	4626			0,22	
8 march 588	8 марта 580	9386877.04480199	4447591.9779989	5371			0,12	
8 march 588	8 марта 580	9386877.04480199	4447591.9779989	5589		0,41	1,05	
8 march 588	8 марта 580	9386877.04480199	4447591.9779989	5688		0,30	1,39	
Absheron deniz-25	Апшерон море-25	9440495.08788879	4452053.78767026	395	25,0			
Adjively-12	Адживели-12	9340534.66024444	4465256.78526148	2000				21
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	340	24,1			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	350	24,4			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	500	28,5			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	1000	41,7			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	2000	67,4			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	2300	75,0			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	3000	92,7			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	4000	117,5			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	5000	142,2			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	6000	166,6			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	7000	190,9			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	8000	215,1			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	9000	239,1			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	10000	263,1			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	11000	286,9			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	12000	310,7			
AGDZHABEDY	Агджабеди	9182531.7678641	4439579.22513073	13000	334,4			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	350	24,1			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	500	27,9			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	1000	40,3			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	2000	64,2			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	3000	87,3			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	4000	110,0			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	5000	132,4			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	6000	154,6			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	7000	176,5			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	8000	198,3			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	9000	219,9			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	10000	241,4			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	11000	262,7			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	12000	284,0			
AKH-AGDZHABEDY   DOWNWARP	Ах-Агджабеди нисходящий изгиб	9182531.7678641	4439579.22513073	13000	305,1			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	500	32,4			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	1000	44,1			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	2000	62,6			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	3000	78,2			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	3400	83,9			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	4000	97,5			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	5000	120,0			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	6000	142,1			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	7000	164,0			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	8000	185,7			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	8300	192,2			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	9000	204,9			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	10000	223,0			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	11000	240,8			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	12000	258,3			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	13000	275,4			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	14000	292,3			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	15000	309,0			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	16000	325,4			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	17000	341,7			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	18000	357,8			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	19000	373,7			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	20000	389,4			
ALYAT-DENIZ 	Алаят-море	9372190.12691937	4441793.8599377	20200	392,5			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	500	28,5			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	1000	41,6			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	1400	51,3			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	2000	65,9			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	3000	88,5			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	4000	109,2			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	5000	128,5			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	6000	146,7			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	7000	164,1			
AMIRKHANLY	Амирханлы	9363962.90052334	4458599.28411754	8000	180,9			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	500	31,3			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	750	38,2			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	1000	44,7			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	2000	69,1			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	3000	91,7			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	4000	113,4			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	5000	134,3			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	6000	154,7			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	7000	174,6			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	8000	194,1			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	9000	213,3			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	10000	232,2			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	11000	250,8			
ARMUDLY	Армудлу	9342806.88174752	4464565.74627084	11200	254,5			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	500	34,5			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	1000	43,8			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	1400	49,8			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	2000	65,2			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	3000	89,2			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	4000	111,4			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	5000	132,4			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	6000	152,5			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	6250	157,4			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	7000	173,5			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	8000	192,5			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	9000	211,0			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	10000	229,1			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	11000	246,8			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	12000	264,1			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	13000	281,1			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	14000	297,8			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	15000	314,3			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	16000	330,5			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	17000	346,5			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	18000	362,3			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	19000	377,9			
ATASHKYA-SHUBANY	Аташкя-Шубаны	9368081.41059386	4450750.51215855	19800	390,3			
AZERI	Азери	9457474.02716381	4443055.5687171	500	35,3			
AZERI	Азери	9457474.02716381	4443055.5687171	700	41,9			
AZERI	Азери	9457474.02716381	4443055.5687171	1000	50,4			
AZERI	Азери	9457474.02716381	4443055.5687171	2000	73,2			
AZERI	Азери	9457474.02716381	4443055.5687171	3000	91,6			
AZERI	Азери	9457474.02716381	4443055.5687171	3850	105,3			
AZERI	Азери	9457474.02716381	4443055.5687171	4000	107,8			
AZERI	Азери	9457474.02716381	4443055.5687171	5000	125,0			
AZERI	Азери	9457474.02716381	4443055.5687171	6000	141,1			
AZERI	Азери	9457474.02716381	4443055.5687171	7000	156,2			
AZERI	Азери	9457474.02716381	4443055.5687171	7150	158,4			
AZERI	Азери	9457474.02716381	4443055.5687171	8000	174,1			
AZERI	Азери	9457474.02716381	4443055.5687171	9000	191,2			
AZERI	Азери	9457474.02716381	4443055.5687171	10000	207,9			
AZERI	Азери	9457474.02716381	4443055.5687171	11000	224,3			
AZERI	Азери	9457474.02716381	4443055.5687171	12000	240,4			
AZERI	Азери	9457474.02716381	4443055.5687171	13000	256,2			
AZERI	Азери	9457474.02716381	4443055.5687171	14000	271,7			
AZERI	Азери	9457474.02716381	4443055.5687171	15000	287,1			
AZERI	Азери	9457474.02716381	4443055.5687171	16000	302,2			
AZERI	Азери	9457474.02716381	4443055.5687171	17000	317,1			
AZERI	Азери	9457474.02716381	4443055.5687171	18000	331,8			
AZERI	Азери	9457474.02716381	4443055.5687171	19000	346,4			
AZERI	Азери	9457474.02716381	4443055.5687171	20000	360,8			
AZERI	Азери	9457474.02716381	4443055.5687171	21000	375,1			
AZERI	Азери	9457474.02716381	4443055.5687171	21250	378,6			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	500	19,3			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	1000	27,4			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	1700	35,2			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	1887	42,4			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	2000	44,3			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	3000	61,8			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	4000	79,6			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	5000	97,8			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	5062	98,9			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	6000	116,2			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	7000	134,7			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	7100	136,6			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	8000	155,6			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	8700	171,3			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	9000	177,0			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	10000	194,6			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	11000	211,9			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	12000	229,2			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	13000	246,2			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	14000	263,1			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	15000	279,9			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	16000	296,6			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	17000	313,2			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	18000	329,6			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	19000	346,0			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	20000	362,3			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	21000	378,5			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	22000	394,7			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	23000	410,7			
b.ANDREEV-WEST    (UMID)	Умид	9453266.82046343	4451963.817922	23300	414,9			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	500	35,2			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	1000	47,5			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	1400	55,5			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	2000	65,8			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	3000	80,4			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	4000	93,0			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	4640	100,3			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	5000	104,3			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	6000	114,5			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	7000	124,0			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	8000	140,1			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	9000	155,7			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	10000	171,2			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	11000	186,5			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	12000	201,7			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	13000	216,8			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	14000	231,8			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	15000	246,6			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	16000	261,3			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	17000	276,0			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	18000	290,6			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	19000	305,1			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	20000	319,5			
b.LAM	Банка Лам	9665341.07574115	4363798.97862564	20300	323,8			
Bahar 54	Бахар 54	9423307.55663801	4441114.93304056	5317		0,37	0,55	
Bahar-10	Бахар 10	9423307.55663801	4441114.93304056	4570				46,3
Bahar-10	Бахар 10	9423307.55663801	4441114.93304056	4485				44,7
Bahar-10	Бахар 10	9423307.55663801	4441114.93304056	4740				49,5
Bahar-11	Бахар 11	9423307.55663801	4441114.93304056	4044				41,5
BAKHAR	Бахар	9423307.55663801	4441114.93304056	500	25,2			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	1000	35,9			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	1450	44,9			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	2000	55,6			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	3000	74,1			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	4000	91,9			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	5000	109,1			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	5150	111,7			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	6000	130,3			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	7000	152,2			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	8000	174,1			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	9000	196,0			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	9850	214,6			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	10000	217,1			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	11000	234,9			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	12000	252,3			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	13000	269,5			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	14000	286,5			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	15000	303,3			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	16000	319,8			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	17000	336,2			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	18000	352,4			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	19000	368,5			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	20000	384,4			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	21000	400,2			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	22000	415,8			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	23000	431,3			
BAKHAR	Бахар	9423307.55663801	4441114.93304056	23150	433,7			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	500	39,8			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	1000	52,2			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	1300	58,4			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	2000	77,4			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	3000	101,8			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	4000	123,6			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	5000	143,7			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	6000	162,5			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	6200	166,1			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	7000	184,1			
BALAKHANY-SABUNCHI-RAMANY	Балаханы-Сабунчи-Раманы	9411389.24076882	4479978.0592958	8000	203,4			
